productname,process_stage,duration_hours,ph,temperature_c,experiment_type,additive_dose_pct,влага,сухие_вещества,fat_pct,protein_pct,density_kg_m3,кислотность,orp_mv,viscosity_mpa_s,water_activity,kmafanm,lactic_bacteria,pressure_mpa,humidity_pct
Айран,Ферментация,3.673469387755102,4.945383955647336,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,61.384641774106576,49.487689147682325,191.20550738007694,0.852984,393883.2244604352,10000000,0.1,80.0
Айран,Ферментация,3.8775510204081636,4.916704376686187,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,62.531824932552524,55.688269609062054,195.1487923444751,0.852984,483057.70250556926,10000000,0.1,80.0
Айран,Ферментация,4.081632653061225,4.889200526504412,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,63.631978939823526,50.486466202373684,199.09315020843923,0.852984,592421.1275298878,10000000,0.1,80.0
Айран,Ферментация,4.285714285714286,4.862779790631841,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,64.68880837472639,53.38563354899902,203.0385381345925,0.852984,726544.2420716546,10000000,0.1,80.0
Айран,Ферментация,4.4897959183673475,4.837360084319396,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,65.70559662722417,56.41435434240394,206.9849165856923,0.852984,891032.5968427663,10000000,0.1,80.0
Айран,Ферментация,4.6938775510204085,4.812868314430094,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,66.68526742279624,54.66823262540277,210.93224895697867,0.852984,1092760.82950233,10000000,0.1,80.0
Айран,Ферментация,4.8979591836734695,4.789239112308788,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,67.63043550764849,60.3940725964591,214.88050126121414,0.852984,1340159.9837377649,10000000,0.1,80.0
Айран,Ферментация,5.1020408163265305,4.7664137822870805,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,68.54344870851679,59.229677673801206,218.82964185729656,0.852984,1643569.8768869324,10000000,0.1,80.0
Айран,Ферментация,5.3061224489795915,4.744339423233844,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,69.42642307064628,56.297199346499575,222.77964121516146,0.852984,2015671.2429780366,10000000,0.1,80.0
Айран,Ферментация,5.510204081632653,4.7229681900636,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,70.28127239745601,56.90243392119095,226.73047171109735,0.852984,2472015.7122033527,10000000,0.1,80.0
Айран,Ферментация,5.714285714285714,4.7022566692686665,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,71.10973322925335,57.43228036598599,230.68210744871257,0.852984,3031675.776825492,10000000,0.1,80.0
Айран,Ферментация,5.918367346938775,4.682165347979948,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,71.91338608080208,58.870961869560915,234.63452410165263,0.852984,3718041.9082362107,10000000,0.1,80.0
Айран,Ферментация,6.122448979591837,4.662658160234402,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,72.69367359062393,61.80019407926964,238.58769877486148,0.852984,4559800.139933135,10000000,0.1,80.0
Айран,Ферментация,6.326530612244898,4.643702097356596,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,73.45191610573619,59.60478058192313,242.541609881733,0.852984,5592130.973584847,10000000,0.1,80.0
Айран,Ферментация,6.530612244897959,4.625266871881037,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,74.18932512475855,60.005843822901255,246.49623703493714,0.852984,6858179.7153472565,10000000,0.1,80.0
Айран,Ферментация,6.73469387755102,4.6073246264219225,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,74.90701494312312,58.69884559271918,250.45156094907,0.852984,8410859.693768747,10000000,0.1,80.0
Айран,Ферментация,6.938775510204081,4.589849680464253,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,75.6060127814299,61.54096429242842,254.4075633535709,0.852984,10315063.723097803,10000000,0.1,80.0
Айран,Ферментация,7.142857142857143,4.572818309299132,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,76.28726762803474,63.73311079561123,258.3642269145828,0.852984,12650376.238043312,10000000,0.1,80.0
Айран,Ферментация,7.346938775510204,4.5562085503275105,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,76.95165798689959,61.759840138277426,262.3215351646398,0.852984,15514399.451134963,10000000,0.1,80.0
Айран,Ферментация,7.551020408163265,4.5400000327644765,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,77.59999868942096,64.61378904132754,266.27947243922455,0.852984,19026832.546334323,10000000,0.1,80.0
Айран,Ферментация,7.755102040816327,4.5241738274315315,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,78.23304690273875,66.52276741790091,270.23802381937514,0.852984,23334474.39499591,10000000,0.1,80.0
Айран,Ферментация,7.959183673469388,4.508712313858791,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,78.8515074456484,64.07274133760909,274.1971750796375,0.852984,28617358.878034648,10000000,0.1,80.0
Айран,Ферментация,8.16326530612245,4.493599062357179,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,79.45603750571287,70.68138229175499,278.15691264075485,0.852984,35096279.23437837,10000000,0.1,80.0
Айран,Ферментация,8.36734693877551,4.478818729081605,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,80.0472508367358,66.03593800100847,282.11722352656943,0.852984,43042015.90884374,10000000,0.1,80.0
Айран,Ферментация,8.571428571428571,4.464356962404778,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,80.6257215038089,67.8549146630236,286.07809532467155,0.852984,52786653.56874751,10000000,0.1,80.0
Айран,Ферментация,8.775510204081632,4.4502003191695065,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,81.19198723321975,71.03329362189602,290.0395161504051,0.852984,64737460.273426525,10000000,0.1,80.0
Айран,Ферментация,8.979591836734695,4.436336189594591,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,81.74655241621636,67.78003542156893,294.0014746138726,0.852984,79393908.86363636,10000000,0.1,80.0
Айран,Ферментация,9.183673469387756,4.422752729782962,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,82.28989080868153,68.37424324737636,297.963959789637,0.852984,97368551.96395163,10000000,0.1,80.0
Айран,Ферментация,9.387755102040817,4.40943880092683,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,82.8224479629268,67.69525728583311,301.9269611888501,0.852984,119412623.04946202,10000000,0.1,80.0
Айран,Ферментация,9.591836734693878,4.396383914427919,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,83.34464342288325,68.5441956070628,305.89046873356654,0.852984,146447433.5495109,10000000,0.1,80.0
Айран,Ферментация,9.795918367346939,4.383578182255312,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,83.85687270978752,68.45163878149245,309.85447273303635,0.852984,179602878.20120066,10000000,0.1,80.0
Айран,Ферментация,10.0,4.371012271952294,42.0,Опыт 1 (Сухая 2%),2.0,86.16,13.84,3.196,3.1799999999999997,1041.022,84.35950912190826,69.97872258097642,313.81896386178823,0.852984,220264657.9480672,10000000,0.1,80.0
Айран,Ферментация,0.0,5.98,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,20.0,16.97312165283955,170.50321353758713,0.843876,10000.0,10000000,0.1,80.0
Айран,Ферментация,0.20408163265306123,5.857612400921035,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,24.89550396315863,23.637357311630275,174.33260360172068,0.843876,12263.982635139904,10000000,0.1,80.0
Айран,Ферментация,0.40816326530612246,5.7544333899253095,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,29.022664402987637,28.18996842474173,178.15450057686084,0.843876,15040.527007501314,10000000,0.1,80.0
Айран,Ферментация,0.6122448979591837,5.665243441679136,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,32.59026233283457,29.972919194039036,181.97001044834363,0.843876,18445.67620433489,10000000,0.1,80.0
Айран,Ферментация,0.8163265306122449,5.586698208801423,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,35.73207164794308,32.43864731125848,185.7799551443229,0.843876,22621.74526633764,10000000,0.1,80.0
Айран,Ферментация,1.0204081632653061,5.516525595216208,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,38.53897619135168,33.916262188730954,189.5849695995417,0.843876,27743.26911229232,10000000,0.1,80.0
Айран,Ферментация,1.2244897959183674,5.453111322065897,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,41.075547117364124,34.3785085630628,193.3855590728817,0.843876,34024.29706351663,10000000,0.1,80.0
Айран,Ферментация,1.4285714285714286,5.395267194494405,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,43.389312220223815,35.83186282937413,197.18213519398415,0.843876,41727.33883598096,10000000,0.1,80.0
Айран,Ферментация,1.6326530612244898,5.342093201980561,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,45.51627192077756,37.511254034511914,200.97503977607155,0.843876,51174.335889506954,10000000,0.1,80.0
Айран,Ферментация,1.836734693877551,5.292891254521778,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,47.4843498191289,41.81589081215274,204.7645611821726,0.843876,62760.11667137301,10000000,0.1,80.0
Айран,Ферментация,2.0408163265306123,5.2471089608368455,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,49.315641566526196,40.94976478467505,208.55094594583903,0.843876,76968.89810370731,10000000,0.1,80.0
Айран,Ферментация,2.2448979591836737,5.204301707191771,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,51.02793171232918,43.25937831566649,212.33440725068505,0.843876,94394.52297897195,10000000,0.1,80.0
Айран,Ферментация,2.4489795918367347,5.164106323320598,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,52.63574706717609,39.41299744850401,216.1151312631887,0.843876,115765.27906664264,10000000,0.1,80.0
Айран,Ферментация,2.6530612244897958,5.126222330405846,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,54.151106783766174,49.30219768814558,219.8932819577829,0.843876,141974.33722254302,10000000,0.1,80.0
Айран,Ферментация,2.857142857142857,5.090398293530599,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,55.58406825877604,48.130410074672966,223.66900485777012,0.843876,174117.08063327652,10000000,0.1,80.0
Айран,Ферментация,3.0612244897959187,5.056421696961463,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,56.943132121541495,43.82297416901508,227.44242998038857,0.843876,213536.88533677583,10000000,0.1,80.0
Айран,Ферментация,3.2653061224489797,5.024111304410093,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,58.23554782359629,49.784661813007006,231.21367418697827,0.843876,261881.26537320795,10000000,0.1,80.0
Айран,Ферментация,3.4693877551020407,4.993311306505829,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,59.46754773976686,50.07272588790786,234.98284308122967,0.843876,321170.72910054866,10000000,0.1,80.0
Айран,Ферментация,3.673469387755102,4.963886776112659,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,60.644528955493655,50.39956826332398,238.75003255914672,0.843876,393883.2244604352,10000000,0.1,80.0
Айран,Ферментация,3.8775510204081636,4.935720095732037,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,61.771196170718525,51.241148499801696,242.51533008709032,0.843876,483057.70250556926,10000000,0.1,80.0
Айран,Ферментация,4.081632653061225,4.908708117684661,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,62.85167529261358,53.454920746923186,246.27881576501704,0.843876,592421.1275298878,10000000,0.1,80.0
Айран,Ферментация,4.285714285714286,4.8827598837949076,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,63.889604648203715,52.004231559299605,250.0405632182144,0.843876,726544.2420716546,10000000,0.1,80.0
Айран,Ферментация,4.4897959183673475,4.857794777297292,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,64.88820890810835,54.172967640332395,253.8006403507644,0.843876,891032.5968427663,10000000,0.1,80.0
Айран,Ферментация,4.6938775510204085,4.833741012234624,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,65.85035951061506,55.3758991060179,257.5591099865308,0.843876,1092760.82950233,10000000,0.1,80.0
Айран,Ферментация,4.8979591836734695,4.810534388988811,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,66.7786244404476,58.21324951544326,261.316030417896,0.843876,1340159.9837377649,10000000,0.1,80.0
Айран,Ферментация,5.1020408163265305,4.7881172615904415,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,67.67530953638236,58.560620879458305,265.0714558782634,0.843876,1643569.8768869324,10000000,0.1,80.0
Айран,Ферментация,5.3061224489795915,4.766437674979289,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,68.54249300082844,60.19213458712472,268.8254369511171,0.843876,2015671.2429780366,10000000,0.1,80.0
Айран,Ферментация,5.510204081632653,4.74544863971969,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,69.38205441121241,59.71355451626478,272.5780209259352,0.843876,2472015.7122033527,10000000,0.1,80.0
Айран,Ферментация,5.714285714285714,4.725107518700524,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,70.19569925197906,64.0983853419242,276.32925210931575,0.843876,3031675.776825492,10000000,0.1,80.0
Айран,Ферментация,5.918367346938775,4.705375505691187,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,70.98497977235255,58.0003222049435,280.07917209814445,0.843876,3718041.9082362107,10000000,0.1,80.0
Айран,Ферментация,6.122448979591837,4.686217179723504,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,71.75131281105988,62.36071169158888,283.8278200204147,0.843876,4559800.139933135,10000000,0.1,80.0
Айран,Ферментация,6.326530612244898,4.667600122441128,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,72.49599510235491,59.34565972818759,287.5752327483542,0.843876,5592130.973584847,10000000,0.1,80.0
Айран,Ферментация,6.530612244897959,4.649494588032196,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,73.22021647871217,63.97472494563078,291.32144508772365,0.843876,6858179.7153472565,10000000,0.1,80.0
Айран,Ферментация,6.73469387755102,4.631873217305584,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,73.92507130777666,56.79072503125231,295.0664899465255,0.843876,8410859.693768747,10000000,0.1,80.0
Айран,Ферментация,6.938775510204081,4.614710789010347,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,74.61156843958612,61.2291056535886,298.81039848584777,0.843876,10315063.723097803,10000000,0.1,80.0
Айран,Ферментация,7.142857142857143,4.597984002724483,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,75.28063989102068,60.11173845304567,302.55320025514675,0.843876,12650376.238043312,10000000,0.1,80.0
Айран,Ферментация,7.346938775510204,4.581671288622697,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,75.93314845509212,66.78420677666125,306.294923313921,0.843876,15514399.451134963,10000000,0.1,80.0
Айран,Ферментация,7.551020408163265,4.565752640226215,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,76.56989439095142,68.68228230410328,310.03559434144904,0.843876,19026832.546334323,10000000,0.1,80.0
Айран,Ферментация,7.755102040816327,4.5502094668813395,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,77.19162132474644,64.06937228774505,313.7752387360156,0.843876,23334474.39499591,10000000,0.1,80.0
Айран,Ферментация,7.959183673469388,4.535024463238365,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,77.79902147046542,68.47621918529249,317.51388070485564,0.843876,28617358.878034648,10000000,0.1,80.0
Айран,Ферментация,8.16326530612245,4.520181493432758,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,78.3927402626897,66.19786627882065,321.2515433458798,0.843876,35096279.23437837,10000000,0.1,80.0
Айран,Ферментация,8.36734693877551,4.505665488025004,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,78.97338047899986,65.8601256974126,324.9882487220925,0.843876,43042015.90884374,10000000,0.1,80.0
Айран,Ферментация,8.571428571428571,4.4914623520488055,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,79.54150591804779,64.40638462607508,328.72401792950643,0.843876,52786653.56874751,10000000,0.1,80.0
Айран,Ферментация,8.775510204081632,4.477558882761111,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,80.0976446895556,66.52826708758609,332.45887115924586,0.843876,64737460.273426525,10000000,0.1,80.0
Айран,Ферментация,8.979591836734695,4.463942695890963,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,80.64229216436149,69.16919847419982,336.19282775444753,0.843876,79393908.86363636,10000000,0.1,80.0
Айран,Ферментация,9.183673469387756,4.450602159354652,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,81.17591362581393,67.1602915447702,339.92590626249296,0.843876,97368551.96395163,10000000,0.1,80.0
Айран,Ферментация,9.387755102040817,4.437526333548108,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,81.69894665807568,67.68041481232376,343.65812448303996,0.843876,119412623.04946202,10000000,0.1,80.0
Айран,Ферментация,9.591836734693878,4.424704917448583,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,82.2118033020567,65.39802011353375,347.3894995122689,0.843876,146447433.5495109,10000000,0.1,80.0
Айран,Ферментация,9.795918367346939,4.412128199860284,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,82.71487200558866,66.97892747946314,351.1200477837089,0.843876,179602878.20120066,10000000,0.1,80.0
Айран,Ферментация,10.0,4.399787015225874,42.0,Опыт 1 (Сухая 3%),3.0,85.24,14.76,3.194,3.27,1043.653,83.20851939096507,69.42949931993681,354.849785105964,0.843876,220264657.9480672,10000000,0.1,80.0
Айран,Ферментация,0.0,5.98,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,20.0,22.72605679537388,70.50321353758714,0.8652600000000001,10000.0,10000000,0.1,80.0
Айран,Ферментация,0.20408163265306123,5.849997997943436,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,25.200080082262595,26.913943442892943,74.59488354663073,0.8652600000000001,12263.982635139904,10000000,0.1,80.0
Айран,Ферментация,0.40816326530612246,5.740399655459358,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,29.5840137816257,26.403713017998193,78.72154118585672,0.8652600000000001,15040.527007501314,10000000,0.1,80.0
Айран,Ферментация,0.6122448979591837,5.645660711950524,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,33.373571521979066,29.70476027434235,82.87831441182249,0.8652600000000001,18445.67620433489,10000000,0.1,80.0
Айран,Ферментация,0.8163265306122449,5.562228749864941,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,36.71085000540238,31.853594286245105,87.06154913327813,0.8652600000000001,22621.74526633764,10000000,0.1,80.0
Айран,Ферментация,1.0204081632653061,5.487690313583226,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,39.692387456670986,34.506031413451375,91.26840003846414,0.8652600000000001,27743.26911229232,10000000,0.1,80.0
Айран,Ферментация,1.2244897959183674,5.420330691117038,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,42.38677235531849,37.84116548443276,95.49658695682871,0.8652600000000001,34024.29706351663,10000000,0.1,80.0
Айран,Ферментация,1.4285714285714286,5.358887763499369,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,44.844489460025265,45.44546086144061,99.74424051875268,0.8652600000000001,41727.33883598096,10000000,0.1,80.0
Айран,Ферментация,1.6326530612244898,5.302405525624269,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,47.103778975029265,43.06272484950792,104.00979953484708,0.8652600000000001,51174.335889506954,10000000,0.1,80.0
Айран,Ферментация,1.836734693877551,5.250142455485955,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,49.194301780561815,43.414048893370655,108.29194005358669,0.8652600000000001,62760.11667137301,10000000,0.1,80.0
Айран,Ферментация,2.0408163265306123,5.201511794515618,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,51.13952821937531,46.25699628107485,112.58952472086013,0.8652600000000001,76968.89810370731,10000000,0.1,80.0
Айран,Ферментация,2.2448979591836737,5.1560412671232765,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,52.95834931506896,46.45154233315345,116.90156564726784,0.8652600000000001,94394.52297897195,10000000,0.1,80.0
Айран,Ферментация,2.4489795918367347,5.113345108231288,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,54.66619567074851,45.602725520439755,121.22719655071334,0.8652600000000001,115765.27906664264,10000000,0.1,80.0
Айран,Ферментация,2.6530612244897958,5.0731041445889105,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,56.2758342164436,44.20915461678372,125.56565144192865,0.8652600000000001,141974.33722254302,10000000,0.1,80.0
Айран,Ферментация,2.857142857142857,5.03505129813569,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,57.79794807457243,51.65346746005904,129.916248034236,0.8652600000000001,174117.08063327652,10000000,0.1,80.0
Айран,Ферментация,3.0612244897959187,4.998960831370295,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,59.24156674518823,50.397602543336895,134.27837463447844,0.8652600000000001,213536.88533677583,10000000,0.1,80.0
Айран,Ферментация,3.2653061224489797,4.964640232302071,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,60.614390707917174,51.005265799593715,138.65147964552693,0.8652600000000001,261881.26537320795,10000000,0.1,80.0
Айран,Ферментация,3.4693877551020407,4.931923997805889,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,61.92304008776446,51.60833624522025,143.03506305943336,0.8652600000000001,321170.72910054866,10000000,0.1,80.0
Айран,Ферментация,3.673469387755102,4.900668806189471,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,63.17324775242117,56.375744066424396,147.42866948968566,0.8652600000000001,393883.2244604352,10000000,0.1,80.0
Айран,Ферментация,3.8775510204081636,4.870749722325382,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,64.37001110698475,51.53973699239574,151.83188240877746,0.8652600000000001,483057.70250556926,10000000,0.1,80.0
Айран,Ферментация,4.081632653061225,4.842057181152144,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,65.51771275391428,54.79486207491493,156.24431934069707,0.8652600000000001,592421.1275298878,10000000,0.1,80.0
Айран,Ферментация,4.285714285714286,4.814494565487763,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,66.62021738048949,54.73321253813761,160.66562781795866,0.8652600000000001,726544.2420716546,10000000,0.1,80.0
Айран,Ферментация,4.4897959183673475,4.787976242956152,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,67.68095028175395,55.98610654809336,165.0954819566708,0.8652600000000001,891032.5968427663,10000000,0.1,80.0
Айран,Ферментация,4.6938775510204085,4.762425961402483,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,68.70296154390068,58.788203168942616,169.5335795356278,0.8652600000000001,1092760.82950233,10000000,0.1,80.0
Айран,Ферментация,4.8979591836734695,4.737775526998736,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,69.68897892005057,58.74500588899939,173.97963948979478,0.8652600000000001,1340159.9837377649,10000000,0.1,80.0
Айран,Ферментация,5.1020408163265305,4.713963707303959,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,70.64145170784165,59.9734633645252,178.4333997470479,0.8652600000000001,1643569.8768869324,10000000,0.1,80.0
Айран,Ферментация,5.3061224489795915,4.690935314849018,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,71.56258740603931,60.60545692590667,182.8946153512295,0.8652600000000001,2015671.2429780366,10000000,0.1,80.0
Айран,Ферментация,5.510204081632653,4.668640436728048,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,72.45438253087809,61.79562119731946,187.3630568255561,0.8652600000000001,2472015.7122033527,10000000,0.1,80.0
Айран,Ферментация,5.714285714285714,4.647033783141679,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,73.31864867433285,62.6072719638801,191.8385087390185,0.8652600000000001,3031675.776825492,10000000,0.1,80.0
Айран,Ферментация,5.918367346938775,4.626074133511124,42.0,Опыт 2 (Сироп 1%),1.0,87.4,12.6,3.2,3.0,1038.04,74.15703465955505,61.56261474688483,196.32076844517417,0.8652600000000001,3718041.9082362107,10000000,0.1,80.0
